Student_ID,Professor_ID,Student_Gender,Professor_Gender,Faculty,Satisfaction_Score
S00966,P058,Female,Female,Law,8.2
S01272,P073,Female,Male,Law,8.2
S00039,P002,Male,Female,Economics,4.6
S01857,P110,Female,Female,Translation,7.5
S01605,P091,Female,Female,Humanities,6.7
S01830,P107,Male,Female,Translation,9.0
S01185,P068,Female,Male,Law,7.7
S02170,P125,Male,Male,Translation,6.7
S00458,P027,Male,Male,Economics,6.1
S02244,P128,Male,Male,Translation,7.0
S00914,P055,Female,Male,Engineering,9.6
S00119,P006,Female,Female,Economics,7.1
S02079,P120,Male,Female,Translation,8.3
S00787,P048,Female,Male,Engineering,8.2
S01365,P077,Female,Male,Law,6.7
S01587,P090,Male,Female,Humanities,6.5
S00589,P036,Male,Male,Engineering,10.0
S01152,P066,Female,Female,Law,7.9
S01147,P065,Male,Female,Law,7.0
S01382,P078,Female,Male,Law,6.0
S00657,P040,Male,Male,Engineering,8.4
S01989,P117,Female,Female,Translation,9.6
S02204,P127,Female,Male,Translation,7.4
S01667,P095,Male,Female,Humanities,9.6
S00663,P040,Male,Male,Engineering,8.0
S00591,P037,Female,Male,Engineering,8.1
S00325,P018,Male,Male,Economics,8.2
S00019,P002,Female,Female,Economics,7.9
S01759,P102,Male,Male,Humanities,8.8
S00072,P004,Male,Female,Economics,8.3
S00845,P052,Female,Male,Engineering,9.1
S02100,P121,Female,Male,Translation,8.6
S00327,P018,Male,Male,Economics,7.2
S00121,P006,Female,Female,Economics,9.2
S00183,P010,Male,Female,Economics,7.8
S01657,P094,Male,Female,Humanities,8.8
S00689,P041,Male,Male,Engineering,6.4
S00824,P050,Male,Male,Engineering,8.3
S00143,P008,Female,Female,Economics,8.6
S01086,P063,Male,Female,Law,8.0
S00099,P005,Male,Female,Economics,7.8
S01976,P116,Female,Female,Translation,8.6
S01149,P066,Female,Female,Law,9.2
S01816,P106,Male,Female,Translation,7.9
S00446,P027,Female,Male,Economics,7.1
S01079,P063,Male,Female,Law,7.7
S01248,P072,Female,Male,Law,8.3
S00383,P021,Male,Male,Economics,9.3
S00208,P012,Female,Male,Economics,7.9
S00997,P059,Male,Female,Law,6.6
S01871,P110,Female,Female,Translation,8.2
S02098,P121,Female,Male,Translation,5.6
S00185,P010,Male,Female,Economics,7.5
S01807,P105,Male,Male,Humanities,8.0
S00886,P054,Female,Male,Engineering,7.9
S01077,P063,Male,Female,Law,7.5
S02021,P118,Male,Female,Translation,8.4
S01289,P074,Female,Male,Law,7.3
S01869,P110,Female,Female,Translation,8.5
S01515,P086,Male,Female,Humanities,10.0
S01766,P103,Female,Male,Humanities,9.5
S01075,P063,Female,Female,Law,6.2
S01014,P060,Female,Female,Law,9.6
S01179,P067,Male,Male,Law,7.5
S00297,P017,Male,Male,Economics,7.0
S01496,P085,Male,Female,Humanities,9.3
S00116,P006,Female,Female,Economics,9.0
S01195,P069,Female,Male,Law,6.0
S01809,P106,Female,Female,Translation,7.1
S00151,P008,Female,Female,Economics,6.7
S01336,P076,Male,Male,Law,7.2
S00524,P032,Female,Female,Engineering,5.8
S01120,P064,Male,Female,Law,9.9
S01831,P108,Female,Female,Translation,6.6
S00182,P010,Male,Female,Economics,7.1
S00977,P058,Female,Female,Law,8.9
S01509,P086,Female,Female,Humanities,10.0
S00994,P059,Male,Female,Law,8.6
S01598,P090,Male,Female,Humanities,6.4
S01489,P085,Female,Female,Humanities,9.2
S00780,P047,Female,Male,Engineering,7.9
S01402,P079,Female,Male,Law,6.9
S00041,P002,Male,Female,Economics,4.9
S00549,P033,Female,Female,Engineering,8.1
S00268,P016,Female,Male,Economics,7.2
S01088,P063,Male,Female,Law,8.0
S01909,P112,Female,Female,Translation,6.1
S01068,P063,Female,Female,Law,9.8
S00396,P023,Female,Male,Economics,9.2
S00847,P052,Male,Male,Engineering,8.1
S01714,P099,Male,Male,Humanities,5.7
S01811,P106,Female,Female,Translation,6.2
S00593,P037,Female,Male,Engineering,10.0
S00575,P035,Female,Female,Engineering,8.1
S00726,P044,Female,Male,Engineering,7.4
S00597,P037,Male,Male,Engineering,8.9
S00676,P041,Male,Male,Engineering,9.8
S00003,P001,Female,Female,Economics,7.1
S00008,P001,Female,Female,Economics,4.6
S02187,P126,Female,Male,Translation,7.2
S00528,P032,Female,Female,Engineering,5.9
S01708,P099,Female,Male,Humanities,7.0
S00867,P053,Male,Male,Engineering,7.3
S01846,P109,Female,Female,Translation,8.1
S02167,P125,Male,Male,Translation,9.8
S01393,P079,Female,Male,Law,7.6
S00114,P006,Female,Female,Economics,7.9
S01925,P113,Female,Female,Translation,6.4
S01814,P106,Male,Female,Translation,8.5
S01678,P096,Male,Female,Humanities,8.7
S00951,P057,Female,Female,Law,8.5
S02208,P127,Female,Male,Translation,8.6
S00498,P030,Female,Male,Economics,9.5
S00124,P006,Female,Female,Economics,7.1
S01504,P085,Male,Female,Humanities,9.8
S01868,P110,Female,Female,Translation,6.7
S01338,P076,Male,Male,Law,10.0
S01703,P098,Male,Male,Humanities,6.6
S00100,P006,Female,Female,Economics,9.4
S00905,P055,Female,Male,Engineering,6.7
S00324,P018,Male,Male,Economics,7.3
S01456,P082,Female,Female,Humanities,8.7
S01239,P071,Female,Male,Law,7.7
S00226,P014,Female,Male,Economics,7.4
S01559,P088,Male,Female,Humanities,7.4
S00727,P044,Female,Male,Engineering,6.3
S01946,P114,Female,Female,Translation,8.0
S01545,P088,Female,Female,Humanities,7.4
S01781,P104,Female,Male,Humanities,8.8
S01677,P096,Male,Female,Humanities,8.5
S01265,P072,Female,Male,Law,8.1
S01213,P070,Female,Male,Law,5.8
S00736,P044,Male,Male,Engineering,5.9
S00428,P026,Female,Male,Economics,5.6
S00866,P053,Male,Male,Engineering,7.8
S02173,P125,Male,Male,Translation,7.5
S02217,P127,Female,Male,Translation,7.0
S01954,P114,Male,Female,Translation,7.6
S00430,P026,Female,Male,Economics,5.5
S01355,P077,Female,Male,Law,5.9
S00149,P008,Female,Female,Economics,6.8
S00323,P018,Male,Male,Economics,7.5
S01533,P087,Male,Female,Humanities,8.5
S00559,P034,Female,Female,Engineering,6.0
S01292,P074,Male,Male,Law,5.6
S00303,P017,Male,Male,Economics,7.1
S00142,P008,Female,Female,Economics,10.0
S01698,P098,Female,Male,Humanities,8.2
S02133,P123,Male,Male,Translation,6.7
S00962,P057,Male,Female,Law,6.9
S01524,P087,Female,Female,Humanities,8.2
S01521,P087,Female,Female,Humanities,8.2
S00013,P001,Male,Female,Economics,4.9
S01374,P078,Female,Male,Law,5.9
S00652,P040,Female,Male,Engineering,9.5
S00842,P052,Female,Male,Engineering,8.5
S01206,P069,Female,Male,Law,6.7
S00134,P007,Male,Female,Economics,8.4
S00203,P011,Male,Female,Economics,7.3
S00668,P041,Female,Male,Engineering,6.6
S00096,P005,Male,Female,Economics,8.8
S00698,P042,Female,Male,Engineering,6.6
S01552,P088,Male,Female,Humanities,7.8
S01882,P111,Female,Female,Translation,7.7
S01482,P084,Male,Female,Humanities,7.1
S00896,P054,Male,Male,Engineering,7.5
S00700,P042,Female,Male,Engineering,7.3
S00267,P016,Female,Male,Economics,5.8
S00895,P054,Male,Male,Engineering,7.8
S01423,P080,Female,Female,Humanities,9.7
S01948,P114,Female,Female,Translation,8.2
S01286,P074,Female,Male,Law,7.5
S00194,P011,Female,Female,Economics,6.7
S01998,P117,Male,Female,Translation,9.4
S01783,P104,Female,Male,Humanities,10.0
S00703,P042,Female,Male,Engineering,7.1
S01348,P077,Female,Male,Law,6.8
S01892,P111,Male,Female,Translation,7.3
S00548,P033,Female,Female,Engineering,6.3
S01380,P078,Female,Male,Law,6.4
S02114,P122,Female,Male,Translation,6.6
S00473,P029,Female,Male,Economics,6.2
S00250,P015,Female,Male,Economics,7.8
S00236,P014,Male,Male,Economics,7.4
S02172,P125,Male,Male,Translation,6.6
S00714,P043,Male,Male,Engineering,8.3
S00030,P002,Female,Female,Economics,7.1
S02080,P121,Female,Male,Translation,8.2
S01761,P102,Male,Male,Humanities,9.7
S01681,P097,Female,Male,Humanities,8.9
S01711,P099,Male,Male,Humanities,6.6
S01585,P090,Male,Female,Humanities,6.1
S00928,P056,Female,Male,Engineering,7.6
S01263,P072,Female,Male,Law,7.9
S00159,P009,Female,Female,Economics,9.4
S01555,P088,Male,Female,Humanities,8.4
S00611,P038,Female,Male,Engineering,8.7
S00047,P003,Female,Female,Economics,7.2
S01341,P076,Male,Male,Law,6.2
S00695,P042,Female,Male,Engineering,9.4
S00916,P055,Female,Male,Engineering,7.4
S01142,P065,Female,Female,Law,8.7
S01446,P081,Male,Female,Humanities,8.8
S00486,P029,Male,Male,Economics,4.6
S00565,P034,Female,Female,Engineering,6.2
S01291,P074,Male,Male,Law,8.2
S02166,P125,Male,Male,Translation,5.1
S01072,P063,Female,Female,Law,7.9
S00953,P057,Female,Female,Law,6.8
S00406,P023,Male,Male,Economics,9.9
S00941,P056,Male,Male,Engineering,6.3
S01935,P113,Male,Female,Translation,5.3
S01904,P112,Female,Female,Translation,5.7
S01412,P079,Male,Male,Law,6.7
S02242,P128,Female,Male,Translation,8.3
S01401,P079,Female,Male,Law,5.7
S02210,P127,Female,Male,Translation,7.7
S01230,P070,Male,Male,Law,6.8
S00868,P053,Male,Male,Engineering,7.1
S00798,P048,Male,Male,Engineering,6.6
S01443,P081,Male,Female,Humanities,8.2
S00810,P049,Male,Male,Engineering,8.9
S00358,P021,Female,Male,Economics,8.4
S01253,P072,Female,Male,Law,8.2
S01141,P065,Female,Female,Law,8.8
S01461,P082,Female,Female,Humanities,7.5
S01786,P104,Male,Male,Humanities,10.0
S01290,P074,Female,Male,Law,7.6
S01727,P100,Male,Male,Humanities,6.2
S00170,P009,Male,Female,Economics,8.4
S01176,P067,Female,Male,Law,8.7
S02185,P126,Female,Male,Translation,6.3
S02067,P120,Female,Female,Translation,7.9
S00662,P040,Male,Male,Engineering,7.2
S00314,P018,Female,Male,Economics,8.0
S02182,P126,Female,Male,Translation,8.2
S01295,P074,Male,Male,Law,8.1
S00782,P047,Female,Male,Engineering,7.9
S00457,P027,Female,Male,Economics,7.9
S01065,P063,Female,Female,Law,8.2
S01537,P088,Female,Female,Humanities,7.8
S01687,P097,Female,Male,Humanities,6.8
S00711,P043,Female,Male,Engineering,8.7
S00418,P025,Female,Male,Economics,6.7
S01454,P082,Female,Female,Humanities,8.9
S00212,P012,Male,Male,Economics,6.3
S01544,P088,Female,Female,Humanities,6.2
S00601,P038,Female,Male,Engineering,9.3
S00900,P055,Female,Male,Engineering,8.2
S01375,P078,Female,Male,Law,6.1
S02148,P124,Male,Male,Translation,8.1
S01498,P085,Male,Female,Humanities,9.7
S01314,P075,Female,Male,Law,8.1
S01850,P109,Male,Female,Translation,6.9
S00441,P027,Female,Male,Economics,6.1
S01500,P085,Male,Female,Humanities,9.6
S00894,P054,Male,Male,Engineering,7.7
S00952,P057,Female,Female,Law,8.9
S00276,P016,Female,Male,Economics,7.1
S02184,P126,Female,Male,Translation,8.9
S00729,P044,Female,Male,Engineering,6.6
S02042,P119,Female,Female,Translation,4.4
S01174,P067,Female,Male,Law,7.0
S00477,P029,Female,Male,Economics,7.2
S00375,P021,Female,Male,Economics,9.3
S01832,P108,Female,Female,Translation,6.2
S00743,P045,Female,Male,Engineering,8.2
S00140,P007,Male,Female,Economics,8.5
S00843,P052,Female,Male,Engineering,10.0
S01468,P083,Female,Female,Humanities,7.7
S00154,P008,Female,Female,Economics,7.9
S00672,P041,Female,Male,Engineering,6.7
S01251,P072,Female,Male,Law,9.5
S00839,P052,Female,Male,Engineering,8.6
S00328,P018,Male,Male,Economics,7.8
S02191,P126,Female,Male,Translation,7.6
S01212,P070,Female,Male,Law,6.8
S00097,P005,Male,Female,Economics,9.2
S00889,P054,Female,Male,Engineering,6.8
S00971,P058,Female,Female,Law,7.1
S02230,P128,Female,Male,Translation,6.7
S01975,P116,Female,Female,Translation,7.6
S02129,P123,Female,Male,Translation,7.7
S01435,P081,Female,Female,Humanities,8.3
S02108,P122,Female,Male,Translation,8.2
S01187,P068,Female,Male,Law,9.0
S02035,P119,Female,Female,Translation,5.6
S01051,P062,Female,Female,Law,7.8
S01021,P060,Male,Female,Law,9.2
S00410,P024,Female,Male,Economics,4.6
S01592,P090,Male,Female,Humanities,5.5
S01194,P069,Female,Male,Law,6.8
S00897,P054,Male,Male,Engineering,7.0
S00949,P056,Male,Male,Engineering,5.8
S00874,P053,Male,Male,Engineering,8.3
S00104,P006,Female,Female,Economics,9.1
S00354,P020,Male,Male,Economics,6.3
S00213,P012,Male,Male,Economics,5.9
S01849,P109,Male,Female,Translation,6.5
S00858,P053,Female,Male,Engineering,10.0
S02031,P118,Male,Female,Translation,8.2
S01370,P077,Male,Male,Law,6.1
S01342,P076,Male,Male,Law,7.3
S01979,P116,Male,Female,Translation,8.5
S01876,P110,Female,Female,Translation,9.1
S01955,P114,Male,Female,Translation,8.7
S00086,P005,Female,Female,Economics,8.2
S02039,P119,Female,Female,Translation,5.0
S00123,P006,Female,Female,Economics,10.0
S01169,P066,Male,Female,Law,8.7
S00033,P002,Male,Female,Economics,5.7
S00538,P032,Male,Female,Engineering,8.3
S00438,P027,Female,Male,Economics,7.7
S00007,P001,Female,Female,Economics,4.9
S02017,P118,Female,Female,Translation,6.7
S00334,P019,Female,Male,Economics,6.1
S01080,P063,Male,Female,Law,7.0
S00152,P008,Female,Female,Economics,7.7
S01550,P088,Female,Female,Humanities,6.7
S01358,P077,Female,Male,Law,7.6
S01618,P092,Female,Female,Humanities,8.6
S01872,P110,Female,Female,Translation,9.1
S01155,P066,Female,Female,Law,9.1
S01451,P081,Male,Female,Humanities,8.1
S02007,P118,Female,Female,Translation,10.0
S01891,P111,Male,Female,Translation,7.9
S00337,P019,Male,Male,Economics,8.9
S01378,P078,Female,Male,Law,6.3
S02115,P122,Female,Male,Translation,6.7
S00347,P020,Female,Male,Economics,6.3
S02109,P122,Female,Male,Translation,5.5
S01560,P088,Male,Female,Humanities,7.3
S01732,P100,Male,Male,Humanities,5.6
S00449,P027,Female,Male,Economics,6.7
S00937,P056,Male,Male,Engineering,6.9
S00639,P039,Female,Male,Engineering,7.9
S01588,P090,Male,Female,Humanities,6.8
S00972,P058,Female,Female,Law,8.3
S01347,P077,Female,Male,Law,6.1
S01288,P074,Female,Male,Law,7.4
S01089,P063,Male,Female,Law,7.4
S00361,P021,Female,Male,Economics,9.4
S01805,P105,Female,Male,Humanities,5.6
S01760,P102,Male,Male,Humanities,9.3
S00330,P019,Female,Male,Economics,5.1
S00856,P053,Female,Male,Engineering,8.8
S00353,P020,Male,Male,Economics,4.7
S00733,P044,Female,Male,Engineering,6.4
S00609,P038,Female,Male,Engineering,10.0
S00452,P027,Female,Male,Economics,6.5
S01161,P066,Male,Female,Law,9.0
S01205,P069,Female,Male,Law,6.3
S00924,P056,Female,Male,Engineering,6.3
S01958,P115,Female,Female,Translation,8.0
S00506,P030,Male,Male,Economics,5.5
S00215,P012,Male,Male,Economics,8.1
S01800,P105,Female,Male,Humanities,8.0
S00616,P038,Female,Male,Engineering,9.1
S00573,P035,Female,Female,Engineering,8.3
S00459,P027,Male,Male,Economics,5.5
S00101,P006,Female,Female,Economics,8.5
S02203,P126,Male,Male,Translation,7.4
S00198,P011,Male,Female,Economics,6.3
S00484,P029,Male,Male,Economics,6.3
S00552,P033,Female,Female,Engineering,7.3
S02099,P121,Female,Male,Translation,7.7
S01222,P070,Female,Male,Law,5.4
S00295,P017,Male,Male,Economics,7.0
S00758,P046,Female,Male,Engineering,7.0
S01003,P060,Female,Female,Law,9.8
S02177,P125,Male,Male,Translation,8.6
S01448,P081,Male,Female,Humanities,8.3
S00773,P047,Female,Male,Engineering,10.0
S00908,P055,Female,Male,Engineering,9.9
S00814,P050,Female,Male,Engineering,9.3
S00946,P056,Male,Male,Engineering,5.6
S00167,P009,Female,Female,Economics,9.9
S01709,P099,Female,Male,Humanities,7.5
S00090,P005,Male,Female,Economics,6.1
S01945,P114,Female,Female,Translation,8.7
S01002,P060,Female,Female,Law,8.8
S00659,P040,Male,Male,Engineering,7.5
S00989,P059,Female,Female,Law,7.3
S01919,P112,Female,Female,Translation,7.3
S01928,P113,Female,Female,Translation,6.6
S00880,P054,Female,Male,Engineering,8.2
S01359,P077,Female,Male,Law,7.7
S01019,P060,Female,Female,Law,10.0
S00393,P023,Female,Male,Economics,9.6
S01526,P087,Female,Female,Humanities,8.5
S01997,P117,Male,Female,Translation,10.0
S00675,P041,Male,Male,Engineering,4.9
S01579,P090,Female,Female,Humanities,5.4
S02126,P123,Female,Male,Translation,7.3
S00368,P021,Female,Male,Economics,9.7
S01346,P076,Male,Male,Law,6.9
S01211,P070,Female,Male,Law,6.2
S00346,P019,Male,Male,Economics,7.4
S00089,P005,Female,Female,Economics,8.6
S01488,P085,Female,Female,Humanities,10.0
S00064,P004,Female,Female,Economics,8.0
S00983,P059,Female,Female,Law,6.2
S01095,P064,Female,Female,Law,9.0
S00899,P055,Female,Male,Engineering,8.2
S01932,P113,Female,Female,Translation,5.4
S00768,P046,Male,Male,Engineering,7.1
S00049,P003,Female,Female,Economics,5.9
S00139,P007,Male,Female,Economics,7.0
S00298,P017,Male,Male,Economics,7.3
S01991,P117,Female,Female,Translation,7.6
S02106,P121,Male,Male,Translation,6.2
S01298,P074,Male,Male,Law,6.8
S00287,P017,Female,Male,Economics,6.7
S01294,P074,Male,Male,Law,6.2
S02008,P118,Female,Female,Translation,9.0
S01780,P103,Male,Male,Humanities,8.1
S02138,P124,Female,Male,Translation,9.5
S00682,P041,Male,Male,Engineering,10.0
S02103,P121,Female,Male,Translation,7.2
S01125,P065,Female,Female,Law,8.1
S00066,P004,Male,Female,Economics,8.9
S01364,P077,Female,Male,Law,7.3
S01750,P101,Male,Male,Humanities,6.9
S00940,P056,Male,Male,Engineering,5.3
S00516,P031,Male,Female,Engineering,8.4
S00431,P026,Female,Male,Economics,5.9
S01680,P097,Female,Male,Humanities,7.5
S02117,P122,Male,Male,Translation,7.4
S00766,P046,Male,Male,Engineering,7.5
S01666,P095,Male,Female,Humanities,7.8
S01113,P064,Female,Female,Law,6.7
S01578,P090,Female,Female,Humanities,6.7
S01988,P117,Female,Female,Translation,10.0
S01275,P073,Female,Male,Law,7.2
S02033,P119,Female,Female,Translation,4.7
S01011,P060,Female,Female,Law,7.3
S01122,P065,Female,Female,Law,7.9
S00554,P033,Male,Female,Engineering,7.6
S00344,P019,Male,Male,Economics,8.2
S01842,P109,Female,Female,Translation,6.0
S02162,P125,Female,Male,Translation,7.0
S01318,P075,Female,Male,Law,8.2
S00286,P017,Female,Male,Economics,7.9
S00024,P002,Female,Female,Economics,6.5
S01604,P091,Female,Female,Humanities,8.7
S00938,P056,Male,Male,Engineering,7.8
S00161,P009,Female,Female,Economics,8.4
S01424,P080,Female,Female,Humanities,8.5
S00986,P059,Female,Female,Law,6.5
S02061,P120,Female,Female,Translation,7.7
S00831,P051,Female,Male,Engineering,6.7
S01316,P075,Female,Male,Law,6.7
S02019,P118,Female,Female,Translation,9.1
S00753,P045,Male,Male,Engineering,9.3
S02150,P124,Male,Male,Translation,7.4
S01087,P063,Male,Female,Law,7.2
S00881,P054,Female,Male,Engineering,7.5
S01397,P079,Female,Male,Law,6.1
S01175,P067,Female,Male,Law,8.2
S01608,P091,Male,Female,Humanities,9.5
S01285,P074,Female,Male,Law,7.4
S01407,P079,Male,Male,Law,6.3
S01951,P114,Female,Female,Translation,7.4
S01268,P073,Female,Male,Law,9.0
S01776,P103,Female,Male,Humanities,9.4
S02156,P125,Female,Male,Translation,8.4
S01721,P100,Female,Male,Humanities,6.5
S00111,P006,Female,Female,Economics,7.8
S00233,P014,Female,Male,Economics,8.0
S00537,P032,Male,Female,Engineering,7.6
S00521,P032,Female,Female,Engineering,6.6
S01646,P093,Female,Female,Humanities,9.3
S01417,P080,Female,Female,Humanities,10.0
S00852,P053,Female,Male,Engineering,8.8
S00922,P055,Male,Male,Engineering,6.7
S01661,P095,Female,Female,Humanities,8.6
S00292,P017,Male,Male,Economics,6.9
S01957,P115,Female,Female,Translation,7.6
S02018,P118,Female,Female,Translation,9.9
S00285,P017,Female,Male,Economics,8.0
S01865,P110,Female,Female,Translation,8.5
S00801,P048,Male,Male,Engineering,7.7
S00595,P037,Male,Male,Engineering,7.9
S01764,P103,Female,Male,Humanities,9.1
S02163,P125,Female,Male,Translation,6.7
S00305,P017,Male,Male,Economics,7.3
S01392,P079,Female,Male,Law,5.4
S01493,P085,Female,Female,Humanities,8.1
S00731,P044,Female,Male,Engineering,7.4
S00315,P018,Female,Male,Economics,7.5
S00260,P015,Male,Male,Economics,7.0
S01806,P105,Male,Male,Humanities,6.4
S00550,P033,Female,Female,Engineering,7.9
S01425,P080,Male,Female,Humanities,9.7
S00936,P056,Male,Male,Engineering,6.0
S01912,P112,Female,Female,Translation,5.1
S00029,P002,Female,Female,Economics,5.8
S00522,P032,Female,Female,Engineering,7.1
S00635,P039,Female,Male,Engineering,8.8
S00074,P005,Female,Female,Economics,6.4
S00133,P007,Male,Female,Economics,6.9
S00109,P006,Female,Female,Economics,10.0
S00927,P056,Female,Male,Engineering,7.2
S00221,P013,Female,Male,Economics,7.6
S01828,P107,Female,Female,Translation,8.2
S01396,P079,Female,Male,Law,5.8
S01472,P083,Male,Female,Humanities,6.0
S01146,P065,Male,Female,Law,8.0
S00424,P025,Female,Male,Economics,6.3
S01197,P069,Female,Male,Law,6.5
S01029,P061,Female,Female,Law,8.8
S01672,P096,Male,Female,Humanities,9.5
S01062,P062,Male,Female,Law,8.0
S00304,P017,Male,Male,Economics,7.7
S01439,P081,Female,Female,Humanities,6.7
S00288,P017,Female,Male,Economics,7.8
S01911,P112,Female,Female,Translation,6.4
S01906,P112,Female,Female,Translation,6.0
S00390,P022,Female,Male,Economics,7.4
S01326,P075,Male,Male,Law,7.5
S01879,P110,Male,Female,Translation,8.7
S02171,P125,Male,Male,Translation,5.9
S00010,P001,Male,Female,Economics,7.1
S00425,P025,Male,Male,Economics,5.8
S01366,P077,Female,Male,Law,7.0
S01329,P076,Female,Male,Law,6.3
S02092,P121,Female,Male,Translation,7.8
S01411,P079,Male,Male,Law,6.3
S01725,P100,Male,Male,Humanities,6.1
S01864,P110,Female,Female,Translation,8.9
S01166,P066,Male,Female,Law,8.6
S01444,P081,Male,Female,Humanities,9.5
S00144,P008,Female,Female,Economics,5.9
S01531,P087,Female,Female,Humanities,9.4
S00311,P018,Female,Male,Economics,8.2
S00636,P039,Female,Male,Engineering,8.2
S00088,P005,Female,Female,Economics,8.9
S02105,P121,Male,Male,Translation,8.1
S01535,P087,Male,Female,Humanities,5.7
S02196,P126,Female,Male,Translation,8.2
S00855,P053,Female,Male,Engineering,7.6
S00343,P019,Male,Male,Economics,4.3
S01748,P101,Male,Male,Humanities,7.9
S01168,P066,Male,Female,Law,7.6
S01164,P066,Male,Female,Law,8.3
S00239,P014,Male,Male,Economics,7.5
S00378,P021,Female,Male,Economics,10.0
S00454,P027,Female,Male,Economics,7.7
S01005,P060,Female,Female,Law,7.4
S00166,P009,Female,Female,Economics,7.2
S00478,P029,Female,Male,Economics,6.0
S01427,P080,Male,Female,Humanities,10.0
S01915,P112,Female,Female,Translation,6.4
S01606,P091,Female,Female,Humanities,8.8
S01017,P060,Female,Female,Law,8.3
S00131,P007,Female,Female,Economics,6.5
S01046,P061,Male,Female,Law,10.0
S00702,P042,Female,Male,Engineering,7.5
S01223,P070,Female,Male,Law,6.2
S01609,P091,Male,Female,Humanities,9.6
S01943,P114,Female,Female,Translation,7.9
S00175,P009,Male,Female,Economics,8.3
S01186,P068,Female,Male,Law,6.9
S02211,P127,Female,Male,Translation,5.9
S00296,P017,Male,Male,Economics,7.3
S00745,P045,Female,Male,Engineering,8.0
S00411,P024,Female,Male,Economics,4.4
S00004,P001,Female,Female,Economics,6.1
S01455,P082,Female,Female,Humanities,8.1
S01513,P086,Male,Female,Humanities,9.6
S00373,P021,Female,Male,Economics,9.4
S00904,P055,Female,Male,Engineering,8.2
S01993,P117,Female,Female,Translation,8.8
S00572,P035,Female,Female,Engineering,7.8
S01274,P073,Female,Male,Law,8.2
S00329,P019,Female,Male,Economics,7.8
S01877,P110,Male,Female,Translation,8.7
S01597,P090,Male,Female,Humanities,6.6
S01875,P110,Female,Female,Translation,7.7
S00257,P015,Male,Male,Economics,6.4
S00709,P043,Female,Male,Engineering,6.4
S01670,P096,Female,Female,Humanities,8.4
S01132,P065,Female,Female,Law,7.0
S01203,P069,Female,Male,Law,5.9
S00055,P003,Female,Female,Economics,6.4
S00975,P058,Female,Female,Law,8.9
S01144,P065,Male,Female,Law,7.6
S00947,P056,Male,Male,Engineering,7.4
S00576,P035,Female,Female,Engineering,8.2
S00655,P040,Male,Male,Engineering,7.4
S00582,P036,Female,Male,Engineering,9.9
S01441,P081,Female,Female,Humanities,9.5
S02059,P120,Female,Female,Translation,8.0
S01388,P078,Male,Male,Law,7.2
S00849,P053,Female,Male,Engineering,8.1
S01571,P089,Male,Female,Humanities,7.3
S00627,P039,Female,Male,Engineering,7.4
S01224,P070,Female,Male,Law,7.7
S01252,P072,Female,Male,Law,8.1
S01671,P096,Female,Female,Humanities,8.6
S01956,P114,Male,Female,Translation,8.3
S01953,P114,Female,Female,Translation,7.6
S02154,P124,Male,Male,Translation,9.1
S01836,P108,Female,Female,Translation,6.2
S01480,P084,Female,Female,Humanities,6.5
S00340,P019,Male,Male,Economics,7.9
S01012,P060,Female,Female,Law,10.0
S01930,P113,Female,Female,Translation,6.7
S00271,P016,Female,Male,Economics,8.9
S01277,P073,Male,Male,Law,6.8
S00201,P011,Male,Female,Economics,6.5
S01862,P110,Female,Female,Translation,7.9
S01478,P084,Female,Female,Humanities,6.5
S01695,P097,Male,Male,Humanities,6.3
S02190,P126,Female,Male,Translation,8.0
S00838,P052,Female,Male,Engineering,8.7
S00332,P019,Female,Male,Economics,5.4
S00200,P011,Male,Female,Economics,7.3
S01130,P065,Female,Female,Law,8.7
S01022,P061,Female,Female,Law,10.0
S01972,P116,Female,Female,Translation,8.2
S01902,P111,Male,Female,Translation,8.0
S00148,P008,Female,Female,Economics,9.5
S00432,P026,Female,Male,Economics,6.6
S01539,P088,Female,Female,Humanities,7.8
S01356,P077,Female,Male,Law,5.7
S00222,P013,Female,Male,Economics,7.4
S01701,P098,Male,Male,Humanities,8.6
S01415,P079,Male,Male,Law,7.1
S01529,P087,Female,Female,Humanities,7.3
S01297,P074,Male,Male,Law,6.7
S01884,P111,Female,Female,Translation,6.5
S01900,P111,Male,Female,Translation,7.6
S00968,P058,Female,Female,Law,8.0
S00489,P029,Male,Male,Economics,5.3
S00778,P047,Female,Male,Engineering,10.0
S00356,P020,Male,Male,Economics,4.7
S01363,P077,Female,Male,Law,5.5
S01733,P100,Male,Male,Humanities,7.3
S01106,P064,Female,Female,Law,9.3
S00171,P009,Male,Female,Economics,8.3
S02045,P119,Female,Female,Translation,5.2
S01878,P110,Male,Female,Translation,8.7
S00687,P041,Male,Male,Engineering,7.7
S01616,P091,Male,Female,Humanities,6.7
S00463,P028,Female,Male,Economics,8.4
S00821,P050,Male,Male,Engineering,9.2
S00638,P039,Female,Male,Engineering,8.6
S00793,P048,Female,Male,Engineering,7.0
S00468,P028,Female,Male,Economics,5.2
S01445,P081,Male,Female,Humanities,7.9
S01582,P090,Female,Female,Humanities,7.4
S00788,P048,Female,Male,Engineering,6.9
S01818,P106,Male,Female,Translation,6.5
S00237,P014,Male,Male,Economics,7.4
S01757,P102,Female,Male,Humanities,10.0
S02142,P124,Female,Male,Translation,7.3
S00351,P020,Female,Male,Economics,8.4
S02112,P122,Female,Male,Translation,7.6
S01384,P078,Female,Male,Law,6.5
